Year,NOC,Total,Gold,Historical_Medals,Total_Events,Total_Participants,Gender_Ratio,Is_Host
1956,HUN,26.0,9.0,151.0,82,111,0.8198198198198198,0
1960,HUN,21.0,6.0,177.0,107,183,0.8524590163934426,0
1964,HUN,22.0,10.0,198.0,111,182,0.8241758241758241,0
1968,HUN,32.0,10.0,220.0,116,166,0.8072289156626506,0
1972,HUN,35.0,6.0,252.0,134,226,0.8008849557522124,0
1976,HUN,22.0,4.0,287.0,109,177,0.6949152542372882,0
1980,HUN,32.0,7.0,309.0,151,260,0.6884615384615385,0
1988,HUN,23.0,11.0,341.0,135,188,0.8085106382978723,0
1992,HUN,30.0,11.0,364.0,156,215,0.7348837209302326,0
1996,HUN,21.0,7.0,394.0,145,212,0.6886792452830188,0
2000,HUN,17.0,8.0,415.0,137,178,0.6123595505617978,0
2004,HUN,17.0,8.0,432.0,138,208,0.5673076923076923,0
2008,HUN,10.0,3.0,449.0,126,169,0.5088757396449705,0
2012,HUN,18.0,8.0,459.0,111,151,0.609271523178808,0
2016,HUN,15.0,8.0,477.0,113,153,0.5751633986928104,0
2020,HUN,20.0,6.0,492.0,116,171,0.47368421052631576,0
2024,HUN,19.0,6.0,512.0,122,177,0.519774011299435,0
1952,INA,0.0,0.0,0.0,3,3,1.0,0
1956,INA,0.0,0.0,0.0,11,22,0.9090909090909091,0
1960,INA,0.0,0.0,0.0,17,22,0.9090909090909091,0
1968,INA,0.0,0.0,0.0,5,6,1.0,0
1972,INA,0.0,0.0,0.0,7,6,0.5,0
1976,INA,0.0,0.0,0.0,11,7,0.7142857142857143,0
1984,INA,0.0,0.0,0.0,16,16,0.8125,0
1988,INA,1.0,0.0,0.0,32,29,0.7931034482758621,0
1992,INA,5.0,2.0,1.0,31,42,0.6428571428571429,0
1996,INA,4.0,1.0,6.0,23,40,0.575,0
2000,INA,6.0,1.0,10.0,32,47,0.574468085106383,0
2004,INA,4.0,1.0,16.0,27,38,0.5789473684210527,0
2008,INA,6.0,1.0,20.0,17,24,0.625,0
2012,INA,3.0,0.0,26.0,16,22,0.5909090909090909,0
2016,INA,3.0,1.0,29.0,20,28,0.6071428571428571,0
2020,INA,5.0,1.0,32.0,23,28,0.5714285714285714,0
2024,INA,3.0,2.0,37.0,25,29,0.5517241379310345,0
1900,IND,2.0,0.0,0.0,5,1,1.0,0
1920,IND,0.0,0.0,2.0,6,5,1.0,0
1924,IND,0.0,0.0,2.0,13,13,0.9230769230769231,0
1928,IND,1.0,1.0,2.0,10,21,1.0,0
1932,IND,1.0,1.0,3.0,8,19,1.0,0
1936,IND,1.0,1.0,4.0,12,27,1.0,0
1948,IND,1.0,1.0,5.0,39,79,1.0,0
1952,IND,2.0,1.0,6.0,42,64,0.9375,0
1956,IND,1.0,1.0,8.0,32,58,0.9827586206896551,0
1960,IND,1.0,0.0,9.0,20,45,1.0,0
1964,IND,1.0,1.0,10.0,42,52,0.9807692307692307,0
1968,IND,1.0,0.0,11.0,11,23,1.0,0
1972,IND,1.0,0.0,12.0,27,41,0.975609756097561,0
1976,IND,0.0,0.0,13.0,10,26,1.0,0
1980,IND,1.0,1.0,13.0,30,71,0.7746478873239436,0
1984,IND,0.0,0.0,14.0,30,47,0.8723404255319149,0
1988,IND,0.0,0.0,14.0,27,46,0.8478260869565217,0
1992,IND,0.0,0.0,14.0,36,52,0.8846153846153846,0
1996,IND,1.0,0.0,14.0,31,49,0.8163265306122449,0
2000,IND,1.0,0.0,15.0,38,65,0.676923076923077,0
2004,IND,1.0,0.0,16.0,43,73,0.6575342465753424,0
2008,IND,3.0,1.0,17.0,48,53,0.5849056603773585,0
2012,IND,6.0,0.0,20.0,55,81,0.7160493827160493,0
2016,IND,2.0,0.0,26.0,67,112,0.5446428571428571,0
2020,IND,7.0,1.0,28.0,75,126,0.5555555555555556,0
2024,IND,6.0,0.0,35.0,69,112,0.5892857142857143,0
1992,IOA,0.0,0.0,0.0,54,58,0.6724137931034483,0
2000,IOA,0.0,0.0,0.0,4,4,0.75,0
2012,IOA,0.0,0.0,0.0,4,4,0.75,0
2016,IOA,2.0,1.0,0.0,6,9,0.8888888888888888,0
1900,IRI,0.0,0.0,0.0,1,1,1.0,0
1948,IRI,1.0,0.0,0.0,23,36,1.0,0
1952,IRI,7.0,0.0,1.0,22,22,1.0,0
1956,IRI,5.0,2.0,8.0,17,17,1.0,0
1960,IRI,4.0,0.0,13.0,24,23,1.0,0
1964,IRI,2.0,0.0,17.0,58,62,0.9354838709677419,0
1968,IRI,5.0,2.0,19.0,14,14,1.0,0
1972,IRI,3.0,0.0,24.0,33,48,1.0,0
1976,IRI,2.0,0.0,27.0,50,84,0.9523809523809523,0
1988,IRI,1.0,0.0,29.0,21,23,1.0,0
1992,IRI,3.0,0.0,30.0,36,36,1.0,0
1996,IRI,3.0,1.0,33.0,18,18,0.9444444444444444,0
2000,IRI,4.0,3.0,36.0,33,33,0.9696969696969697,0
2004,IRI,6.0,2.0,40.0,35,37,0.972972972972973,0
2008,IRI,2.0,1.0,46.0,40,54,0.9444444444444444,0
2012,IRI,13.0,7.0,48.0,51,52,0.8461538461538461,0
2016,IRI,8.0,3.0,61.0,46,63,0.8571428571428571,0
2020,IRI,7.0,3.0,69.0,45,65,0.8461538461538461,0
2024,IRI,12.0,3.0,76.0,38,41,0.7317073170731707,0
1924,IRL,0.0,0.0,0.0,29,48,0.9583333333333334,0
1928,IRL,1.0,1.0,0.0,27,38,0.868421052631579,0
1932,IRL,2.0,2.0,1.0,10,16,0.875,0
1948,IRL,0.0,0.0,3.0,34,73,0.9315068493150684,0
1952,IRL,1.0,0.0,3.0,18,19,1.0,0
1956,IRL,5.0,1.0,4.0,17,18,0.9444444444444444,0
1960,IRL,0.0,0.0,9.0,39,49,0.9591836734693877,0
1964,IRL,1.0,0.0,9.0,23,25,0.96,0
1968,IRL,0.0,0.0,10.0,32,31,0.8064516129032258,0
1972,IRL,0.0,0.0,10.0,54,59,0.864406779661017,0
1976,IRL,0.0,0.0,10.0,34,44,0.9318181818181818,0
1980,IRL,2.0,0.0,10.0,38,47,0.9361702127659575,0
1984,IRL,1.0,0.0,12.0,35,42,0.6666666666666666,0
1988,IRL,0.0,0.0,13.0,47,61,0.8524590163934426,0
1992,IRL,2.0,1.0,13.0,47,58,0.8448275862068966,0
1996,IRL,4.0,3.0,15.0,70,78,0.7948717948717948,0
2000,IRL,1.0,0.0,19.0,52,64,0.625,0
2004,IRL,0.0,0.0,20.0,31,46,0.6956521739130435,0
2008,IRL,3.0,0.0,20.0,43,55,0.7090909090909091,0
2012,IRL,6.0,1.0,23.0,54,64,0.5625,0
2016,IRL,2.0,0.0,29.0,57,76,0.6578947368421053,0
2020,IRL,4.0,2.0,31.0,77,125,0.528,0
2024,IRL,7.0,4.0,35.0,77,143,0.5174825174825175,0
1948,IRQ,0.0,0.0,0.0,4,11,1.0,0
1960,IRQ,1.0,0.0,0.0,23,21,1.0,0
1964,IRQ,0.0,0.0,1.0,14,13,1.0,0
1968,IRQ,0.0,0.0,1.0,4,3,1.0,0
1980,IRQ,0.0,0.0,1.0,26,43,1.0,0
1984,IRQ,0.0,0.0,1.0,11,22,1.0,0
1988,IRQ,0.0,0.0,1.0,13,27,1.0,0
1992,IRQ,0.0,0.0,1.0,8,8,1.0,0
1996,IRQ,0.0,0.0,1.0,3,3,1.0,0
2000,IRQ,0.0,0.0,1.0,4,4,0.5,0
2004,IRQ,0.0,0.0,1.0,8,23,0.9565217391304348,0
2008,IRQ,0.0,0.0,1.0,3,4,0.75,0
2012,IRQ,0.0,0.0,1.0,8,8,0.625,0
2016,IRQ,0.0,0.0,1.0,5,20,1.0,0
2020,IRQ,0.0,0.0,1.0,3,3,0.6666666666666666,0
2024,IRQ,0.0,0.0,1.0,5,23,1.0,0
1908,ISL,0.0,0.0,0.0,1,1,1.0,0
1912,ISL,0.0,0.0,0.0,2,2,1.0,0
1936,ISL,0.0,0.0,0.0,6,12,1.0,0
1948,ISL,0.0,0.0,0.0,18,19,0.8421052631578947,0
1952,ISL,0.0,0.0,0.0,11,9,1.0,0
1956,ISL,1.0,0.0,0.0,2,2,1.0,0
1960,ISL,0.0,0.0,1.0,11,9,0.8888888888888888,0
1964,ISL,0.0,0.0,1.0,5,4,0.75,0
1968,ISL,0.0,0.0,1.0,15,8,0.75,0
1972,ISL,0.0,0.0,1.0,16,25,0.96,0
1976,ISL,0.0,0.0,1.0,22,13,0.6923076923076923,0
1980,ISL,0.0,0.0,1.0,11,9,1.0,0
1984,ISL,1.0,0.0,1.0,17,30,0.9,0
1988,ISL,0.0,0.0,2.0,25,32,0.875,0
1992,ISL,0.0,0.0,2.0,15,27,0.8888888888888888,0
1996,ISL,0.0,0.0,2.0,15,9,0.5555555555555556,0
2000,ISL,1.0,0.0,2.0,28,18,0.5,0
2004,ISL,0.0,0.0,3.0,20,26,0.8076923076923077,0
2008,ISL,1.0,0.0,3.0,18,27,0.7407407407407407,0
2012,ISL,0.0,0.0,4.0,20,27,0.7777777777777778,0
2016,ISL,0.0,0.0,4.0,14,8,0.375,0
2020,ISL,0.0,0.0,4.0,5,4,0.75,0
2024,ISL,0.0,0.0,4.0,7,5,0.4,0
1952,ISR,0.0,0.0,0.0,17,25,0.88,0
1956,ISR,0.0,0.0,0.0,3,3,0.6666666666666666,0
1960,ISR,0.0,0.0,0.0,28,23,0.7391304347826086,0
1964,ISR,0.0,0.0,0.0,12,10,0.8,0
1968,ISR,0.0,0.0,0.0,20,29,0.896551724137931,0
1972,ISR,0.0,0.0,0.0,14,14,0.8571428571428571,0
1976,ISR,0.0,0.0,0.0,19,26,0.9230769230769231,0
1984,ISR,0.0,0.0,0.0,46,32,0.75,0
1988,ISR,0.0,0.0,0.0,20,18,0.7777777777777778,0
1992,ISR,2.0,0.0,0.0,42,30,0.8333333333333334,0
1996,ISR,1.0,0.0,2.0,26,25,0.72,0
2000,ISR,1.0,0.0,3.0,43,39,0.7435897435897436,0
2004,ISR,2.0,1.0,4.0,41,36,0.5555555555555556,0
2008,ISR,1.0,0.0,6.0,47,43,0.5348837209302325,0
2012,ISR,0.0,0.0,7.0,41,37,0.5135135135135135,0
2016,ISR,2.0,0.0,7.0,45,47,0.46808510638297873,0
2020,ISR,4.0,2.0,9.0,69,90,0.6111111111111112,0
2024,ISR,7.0,1.0,13.0,72,89,0.6292134831460674,0
1968,ISV,0.0,0.0,0.0,5,6,1.0,0
1972,ISV,0.0,0.0,0.0,9,16,1.0,0
1976,ISV,0.0,0.0,0.0,21,21,0.9047619047619048,0
1984,ISV,0.0,0.0,0.0,31,29,0.896551724137931,0
1988,ISV,1.0,0.0,0.0,27,22,0.8636363636363636,0
1992,ISV,0.0,0.0,1.0,29,25,0.8,0
1996,ISV,0.0,0.0,1.0,11,12,0.5,0
2000,ISV,0.0,0.0,1.0,12,9,0.6666666666666666,0
2004,ISV,0.0,0.0,1.0,9,6,0.8333333333333334,0
2008,ISV,0.0,0.0,1.0,8,7,0.8571428571428571,0
2012,ISV,0.0,0.0,1.0,7,7,0.5714285714285714,0
2016,ISV,0.0,0.0,1.0,7,7,0.7142857142857143,0
2020,ISV,0.0,0.0,1.0,5,4,0.75,0
2024,ISV,0.0,0.0,1.0,5,5,0.8,0
1896,ITA,0.0,0.0,0.0,1,1,1.0,0
1900,ITA,5.0,3.0,0.0,17,23,0.9565217391304348,0
1904,ITA,0.0,0.0,5.0,1,1,1.0,0
1906,ITA,0.0,0.0,5.0,37,76,1.0,0
1908,ITA,4.0,2.0,5.0,30,66,1.0,0
1912,ITA,6.0,3.0,9.0,36,66,1.0,0
1920,ITA,23.0,13.0,15.0,79,173,0.9942196531791907,0
1924,ITA,16.0,8.0,38.0,93,199,0.9798994974874372,0
1928,ITA,19.0,7.0,54.0,81,174,0.896551724137931,0
1932,ITA,36.0,12.0,73.0,61,112,1.0,0
1936,ITA,27.0,9.0,109.0,99,244,0.9344262295081968,0
1948,ITA,27.0,8.0,136.0,89,215,0.9023255813953488,0
1952,ITA,21.0,8.0,163.0,114,231,0.9004329004329005,0
1956,ITA,25.0,8.0,184.0,80,135,0.8888888888888888,0
1960,ITA,36.0,13.0,209.0,138,280,0.8785714285714286,1
1964,ITA,27.0,10.0,245.0,91,167,0.9341317365269461,0
1968,ITA,16.0,3.0,272.0,103,167,0.9101796407185628,0
1972,ITA,18.0,5.0,288.0,123,223,0.8789237668161435,0
1976,ITA,13.0,2.0,306.0,122,209,0.8708133971291866,0
1980,ITA,15.0,8.0,319.0,88,159,0.7610062893081762,0
1984,ITA,32.0,14.0,334.0,151,268,0.8283582089552238,0
1988,ITA,14.0,6.0,366.0,140,253,0.8379446640316206,0
1992,ITA,19.0,6.0,380.0,169,304,0.75,0
1996,ITA,35.0,13.0,399.0,172,340,0.6941176470588235,0
2000,ITA,34.0,13.0,434.0,175,361,0.6814404432132964,0
2004,ITA,32.0,10.0,468.0,175,364,0.6291208791208791,0
2008,ITA,27.0,8.0,500.0,190,333,0.6096096096096096,0
2012,ITA,28.0,8.0,527.0,169,281,0.5622775800711743,0
2016,ITA,28.0,8.0,555.0,171,309,0.5436893203883495,0
2020,ITA,40.0,10.0,583.0,210,377,0.5119363395225465,0
2024,ITA,40.0,12.0,623.0,235,397,0.5163727959697733,0
1984,IVB,0.0,0.0,0.0,7,9,1.0,0
1988,IVB,0.0,0.0,0.0,4,3,1.0,0
1992,IVB,0.0,0.0,0.0,2,4,1.0,0
1996,IVB,0.0,0.0,0.0,5,7,1.0,0
2000,IVB,0.0,0.0,0.0,1,1,1.0,0
2004,IVB,0.0,0.0,0.0,1,1,1.0,0
2008,IVB,0.0,0.0,0.0,2,2,0.5,0
2012,IVB,0.0,0.0,0.0,2,2,0.5,0
2016,IVB,0.0,0.0,0.0,4,4,0.25,0
2020,IVB,0.0,0.0,0.0,3,3,0.3333333333333333,0
2024,IVB,0.0,0.0,0.0,4,4,0.75,0
1948,JAM,3.0,1.0,0.0,14,13,0.6923076923076923,0
1952,JAM,5.0,2.0,3.0,10,8,0.75,0
1956,JAM,0.0,0.0,8.0,6,6,1.0,0
1964,JAM,0.0,0.0,8.0,16,21,0.8095238095238095,0
1968,JAM,1.0,0.0,8.0,21,25,0.8,0
1972,JAM,1.0,0.0,9.0,27,32,0.625,0
1976,JAM,2.0,1.0,10.0,18,20,0.55,0
1980,JAM,3.0,0.0,12.0,15,18,0.6111111111111112,0
1984,JAM,3.0,0.0,15.0,35,45,0.6888888888888889,0
1988,JAM,2.0,0.0,18.0,22,35,0.6857142857142857,0
1992,JAM,4.0,0.0,20.0,23,36,0.6111111111111112,0
1996,JAM,6.0,1.0,24.0,29,46,0.5869565217391305,0
2000,JAM,9.0,0.0,30.0,28,48,0.4583333333333333,0
2004,JAM,5.0,2.0,39.0,27,47,0.46808510638297873,0
2008,JAM,11.0,5.0,44.0,29,50,0.46,0
2012,JAM,13.0,4.0,55.0,25,45,0.5111111111111111,0
2016,JAM,11.0,6.0,68.0,32,56,0.44642857142857145,0
2020,JAM,9.0,4.0,79.0,32,61,0.47540983606557374,0
2024,JAM,6.0,1.0,88.0,31,65,0.5076923076923077,0
1980,JOR,0.0,0.0,0.0,3,4,1.0,0
1984,JOR,0.0,0.0,0.0,12,13,0.9230769230769231,0
1988,JOR,0.0,0.0,0.0,9,7,0.7142857142857143,0
1992,JOR,0.0,0.0,0.0,5,4,0.75,0
1996,JOR,0.0,0.0,0.0,5,5,0.6,0
2000,JOR,0.0,0.0,0.0,8,8,0.5,0
2004,JOR,0.0,0.0,0.0,8,8,0.5,0
2008,JOR,0.0,0.0,0.0,7,7,0.42857142857142855,0
2012,JOR,0.0,0.0,0.0,9,9,0.5555555555555556,0
2016,JOR,1.0,1.0,0.0,8,8,0.875,0
2020,JOR,2.0,0.0,1.0,15,14,0.7142857142857143,0
2024,JOR,1.0,0.0,3.0,13,12,0.75,0
1912,JPN,0.0,0.0,0.0,4,2,1.0,0
1920,JPN,2.0,0.0,0.0,15,15,1.0,0
1924,JPN,1.0,0.0,2.0,21,19,1.0,0
1928,JPN,5.0,2.0,3.0,31,40,0.975,0
1932,JPN,18.0,7.0,8.0,66,157,0.8853503184713376,0
1936,JPN,20.0,6.0,26.0,79,220,0.9136363636363637,0
1952,JPN,9.0,1.0,46.0,60,69,0.8405797101449275,0
1956,JPN,19.0,4.0,55.0,72,112,0.8571428571428571,0
1960,JPN,18.0,4.0,74.0,96,161,0.8757763975155279,0
1964,JPN,29.0,16.0,92.0,155,328,0.823170731707317,1
1968,JPN,25.0,11.0,121.0,97,171,0.8538011695906432,0
1972,JPN,29.0,13.0,146.0,113,184,0.8043478260869565,0
1976,JPN,25.0,9.0,175.0,119,213,0.7183098591549296,0
1984,JPN,32.0,10.0,200.0,147,226,0.7699115044247787,0
1988,JPN,14.0,4.0,232.0,166,255,0.7294117647058823,0
1992,JPN,22.0,3.0,246.0,166,256,0.68359375,0
1996,JPN,14.0,3.0,268.0,168,306,0.5130718954248366,0
2000,JPN,18.0,5.0,282.0,156,266,0.5864661654135338,0
2004,JPN,37.0,16.0,300.0,169,305,0.4557377049180328,0
2008,JPN,25.0,9.0,337.0,176,332,0.5030120481927711,0
2012,JPN,38.0,7.0,362.0,178,291,0.46735395189003437,0
2016,JPN,41.0,12.0,400.0,186,335,0.5104477611940299,0
2020,JPN,58.0,27.0,441.0,261,613,0.5252854812398042,1
2024,JPN,45.0,20.0,499.0,200,430,0.5325581395348837,0
1996,KAZ,11.0,3.0,0.0,99,96,0.75,0
2000,KAZ,7.0,3.0,11.0,104,130,0.6615384615384615,0
2004,KAZ,8.0,1.0,18.0,95,114,0.6228070175438597,0
2008,KAZ,9.0,2.0,26.0,106,130,0.46153846153846156,0
2012,KAZ,11.0,3.0,35.0,106,113,0.6460176991150443,0
2016,KAZ,17.0,2.0,46.0,98,101,0.5445544554455446,0
2020,KAZ,8.0,0.0,63.0,85,97,0.6597938144329897,0
2024,KAZ,7.0,1.0,71.0,87,79,0.6835443037974683,0
1956,KEN,0.0,0.0,0.0,10,25,0.96,0
1960,KEN,0.0,0.0,0.0,13,27,1.0,0
1964,KEN,1.0,0.0,0.0,21,37,1.0,0
1968,KEN,9.0,3.0,1.0,22,39,0.9230769230769231,0
1972,KEN,9.0,2.0,10.0,29,57,0.9649122807017544,0
1984,KEN,3.0,1.0,19.0,33,61,0.9180327868852459,0
1988,KEN,9.0,5.0,22.0,50,74,0.9459459459459459,0
1992,KEN,8.0,2.0,31.0,29,49,0.8163265306122449,0
1996,KEN,8.0,1.0,39.0,27,52,0.8076923076923077,0
2000,KEN,7.0,2.0,47.0,24,56,0.6071428571428571,0
2004,KEN,7.0,1.0,54.0,16,46,0.4782608695652174,0
2008,KEN,16.0,6.0,61.0,24,46,0.6086956521739131,0
2012,KEN,13.0,2.0,77.0,23,47,0.574468085106383,0
2016,KEN,13.0,6.0,90.0,29,79,0.5822784810126582,0
2020,KEN,10.0,4.0,103.0,28,87,0.4367816091954023,0
2024,KEN,11.0,4.0,113.0,24,74,0.5405405405405406,0
1996,KGZ,0.0,0.0,0.0,39,33,0.7878787878787878,0
2000,KGZ,1.0,0.0,0.0,59,48,0.7291666666666666,0
2004,KGZ,0.0,0.0,1.0,32,29,0.7586206896551724,0
2008,KGZ,3.0,0.0,1.0,22,20,0.8,0
2012,KGZ,0.0,0.0,4.0,15,14,0.7857142857142857,0
2016,KGZ,0.0,0.0,4.0,17,19,0.631578947368421,0
2020,KGZ,3.0,0.0,4.0,17,16,0.6875,0
2024,KGZ,6.0,0.0,7.0,17,16,0.6875,0
2004,KIR,0.0,0.0,0.0,3,3,0.6666666666666666,0
2008,KIR,0.0,0.0,0.0,2,2,1.0,0
2012,KIR,0.0,0.0,0.0,3,3,0.6666666666666666,0
2016,KIR,0.0,0.0,0.0,3,3,0.6666666666666666,0
2020,KIR,0.0,0.0,0.0,3,3,0.6666666666666666,0
2024,KIR,0.0,0.0,0.0,3,3,0.6666666666666666,0
1948,KOR,2.0,0.0,0.0,24,46,0.9782608695652174,0
1952,KOR,2.0,0.0,2.0,16,19,0.9473684210526315,0
1956,KOR,2.0,0.0,4.0,23,35,1.0,0
1960,KOR,0.0,0.0,6.0,38,35,0.9428571428571428,0
1964,KOR,3.0,0.0,6.0,93,153,0.8300653594771242,0
1968,KOR,2.0,0.0,9.0,43,54,0.7592592592592593,0
1972,KOR,1.0,0.0,11.0,24,42,0.7619047619047619,0
1976,KOR,6.0,1.0,12.0,27,50,0.76,0
1984,KOR,19.0,6.0,18.0,96,174,0.6666666666666666,0
1988,KOR,33.0,12.0,37.0,218,399,0.6716791979949874,1
1992,KOR,29.0,12.0,70.0,134,225,0.6844444444444444,0
1996,KOR,27.0,7.0,99.0,160,299,0.6321070234113713,0
2000,KOR,28.0,8.0,126.0,144,279,0.6200716845878136,0
2004,KOR,30.0,9.0,154.0,149,260,0.5538461538461539,0
2008,KOR,32.0,13.0,184.0,142,263,0.6045627376425855,0
2012,KOR,31.0,13.0,216.0,140,249,0.5381526104417671,0
2016,KOR,21.0,9.0,247.0,117,207,0.4975845410628019,0
2020,KOR,20.0,6.0,268.0,145,266,0.5639097744360902,0
2024,KOR,32.0,13.0,288.0,137,184,0.4891304347826087,0
2016,KOS,1.0,1.0,0.0,8,8,0.375,0
2020,KOS,2.0,2.0,1.0,11,11,0.45454545454545453,0
2024,KOS,2.0,0.0,3.0,9,9,0.2222222222222222,0
1972,KSA,0.0,0.0,0.0,11,10,1.0,0
1976,KSA,0.0,0.0,0.0,13,14,1.0,0
1984,KSA,0.0,0.0,0.0,11,37,1.0,0
1988,KSA,0.0,0.0,0.0,12,9,1.0,0
1992,KSA,0.0,0.0,0.0,13,9,1.0,0
1996,KSA,0.0,0.0,0.0,13,29,1.0,0
2000,KSA,2.0,0.0,0.0,14,18,1.0,0
2004,KSA,0.0,0.0,2.0,12,16,1.0,0
2008,KSA,0.0,0.0,2.0,11,14,1.0,0
2012,KSA,1.0,0.0,2.0,14,18,0.8888888888888888,0
2016,KSA,0.0,0.0,3.0,10,10,0.7,0
2020,KSA,1.0,0.0,3.0,12,33,0.9393939393939394,0
2024,KSA,0.0,0.0,4.0,7,8,0.75,0
1968,KUW,0.0,0.0,0.0,1,2,1.0,0
1972,KUW,0.0,0.0,0.0,4,4,1.0,0
1976,KUW,0.0,0.0,0.0,13,15,1.0,0
1980,KUW,0.0,0.0,0.0,26,56,1.0,0
1984,KUW,0.0,0.0,0.0,17,23,1.0,0
1988,KUW,0.0,0.0,0.0,24,25,1.0,0
1992,KUW,0.0,0.0,0.0,18,32,1.0,0
1996,KUW,0.0,0.0,0.0,16,25,1.0,0
2000,KUW,1.0,0.0,0.0,10,29,1.0,0
2004,KUW,0.0,0.0,1.0,9,11,0.9090909090909091,0
2008,KUW,0.0,0.0,1.0,7,8,1.0,0
2012,KUW,1.0,0.0,1.0,11,10,0.8,0
2020,KUW,1.0,0.0,2.0,8,10,0.8,0
2024,KUW,0.0,0.0,3.0,9,9,0.5555555555555556,0
1980,LAO,0.0,0.0,0.0,16,19,0.8947368421052632,0
1988,LAO,0.0,0.0,0.0,3,3,0.6666666666666666,0
1992,LAO,0.0,0.0,0.0,7,6,1.0,0
1996,LAO,0.0,0.0,0.0,2,5,0.8,0
2000,LAO,0.0,0.0,0.0,3,3,0.6666666666666666,0
2004,LAO,0.0,0.0,0.0,5,5,0.6,0
2008,LAO,0.0,0.0,0.0,4,4,0.5,0
2012,LAO,0.0,0.0,0.0,3,3,0.6666666666666666,0
2016,LAO,0.0,0.0,0.0,5,5,0.6,0
2020,LAO,0.0,0.0,0.0,4,4,0.5,0
2024,LAO,0.0,0.0,0.0,4,4,0.25,0
1924,LAT,0.0,0.0,0.0,23,36,1.0,0
1928,LAT,0.0,0.0,0.0,14,17,0.8823529411764706,0
1932,LAT,1.0,0.0,0.0,4,5,1.0,0
1936,LAT,2.0,0.0,1.0,16,29,1.0,0
1992,LAT,3.0,0.0,3.0,31,34,0.7352941176470589,0
1996,LAT,1.0,0.0,6.0,47,47,0.723404255319149,0
2000,LAT,3.0,1.0,7.0,47,45,0.6666666666666666,0
2004,LAT,4.0,0.0,10.0,37,32,0.6875,0
2008,LAT,3.0,1.0,14.0,33,47,0.6170212765957447,0
2012,LAT,2.0,1.0,17.0,38,45,0.6888888888888889,0
2016,LAT,0.0,0.0,19.0,25,32,0.59375,0
2020,LAT,2.0,1.0,19.0,27,33,0.6060606060606061,0
2024,LAT,0.0,0.0,21.0,25,29,0.5517241379310345,0
1968,LBA,0.0,0.0,0.0,1,1,1.0,0
1980,LBA,0.0,0.0,0.0,20,29,0.9310344827586207,0
1988,LBA,0.0,0.0,0.0,5,6,1.0,0
1992,LBA,0.0,0.0,0.0,5,5,1.0,0
1996,LBA,0.0,0.0,0.0,5,5,1.0,0
2000,LBA,0.0,0.0,0.0,3,3,1.0,0
2004,LBA,0.0,0.0,0.0,8,8,0.75,0
2008,LBA,0.0,0.0,0.0,6,6,0.6666666666666666,0
2012,LBA,0.0,0.0,0.0,4,4,0.75,0
2016,LBA,0.0,0.0,0.0,7,7,0.8571428571428571,0
2020,LBA,0.0,0.0,0.0,4,4,0.75,0
2024,LBA,0.0,0.0,0.0,6,6,0.8333333333333334,0
2020,LBN,0.0,0.0,0.0,6,6,0.5,0
2024,LBN,0.0,0.0,0.0,9,9,0.5555555555555556,0
1956,LBR,0.0,0.0,0.0,6,4,1.0,0
1960,LBR,0.0,0.0,0.0,5,4,1.0,0
1964,LBR,0.0,0.0,0.0,2,1,1.0,0
1972,LBR,0.0,0.0,0.0,5,5,1.0,0
1984,LBR,0.0,0.0,0.0,7,7,0.8571428571428571,0
1988,LBR,0.0,0.0,0.0,10,8,0.875,0
1996,LBR,0.0,0.0,0.0,3,5,0.8,0
2000,LBR,0.0,0.0,0.0,7,8,0.75,0
2004,LBR,0.0,0.0,0.0,2,2,0.5,0
2008,LBR,0.0,0.0,0.0,4,3,0.6666666666666666,0
2012,LBR,0.0,0.0,0.0,3,3,0.3333333333333333,0
2016,LBR,0.0,0.0,0.0,3,2,0.5,0
2020,LBR,0.0,0.0,0.0,3,3,0.6666666666666666,0
2024,LBR,0.0,0.0,0.0,5,8,0.625,0
1996,LCA,0.0,0.0,0.0,5,6,0.8333333333333334,0
2000,LCA,0.0,0.0,0.0,5,5,0.6,0
2004,LCA,0.0,0.0,0.0,2,2,0.5,0
2008,LCA,0.0,0.0,0.0,4,4,0.25,0
2012,LCA,0.0,0.0,0.0,4,4,0.25,0
2016,LCA,0.0,0.0,0.0,4,5,0.4,0
2020,LCA,0.0,0.0,0.0,5,5,0.4,0
2024,LCA,2.0,1.0,0.0,5,4,0.75,0
1972,LES,0.0,0.0,0.0,2,1,1.0,0
1980,LES,0.0,0.0,0.0,6,5,1.0,0
1984,LES,0.0,0.0,0.0,4,4,1.0,0
1988,LES,0.0,0.0,0.0,5,6,1.0,0
1992,LES,0.0,0.0,0.0,8,6,0.8333333333333334,0
1996,LES,0.0,0.0,0.0,5,9,0.5555555555555556,0
2000,LES,0.0,0.0,0.0,6,6,0.6666666666666666,0
2004,LES,0.0,0.0,0.0,3,3,0.3333333333333333,0
2008,LES,0.0,0.0,0.0,3,5,0.8,0
2012,LES,0.0,0.0,0.0,4,4,0.5,0
2016,LES,0.0,0.0,0.0,8,8,0.875,0
2020,LES,0.0,0.0,0.0,2,2,0.5,0
2024,LES,0.0,0.0,0.0,3,3,0.3333333333333333,0
1948,LIB,0.0,0.0,0.0,9,8,1.0,0
1952,LIB,2.0,0.0,0.0,8,9,1.0,0
1960,LIB,0.0,0.0,2.0,15,19,1.0,0
1964,LIB,0.0,0.0,2.0,3,5,1.0,0
1968,LIB,0.0,0.0,2.0,13,11,1.0,0
